OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,Year,Month,Hour,ALCOHOL_RELATED
3476380,T20190001757,ABS to receive accident,Finished,27/1/2019,11.00.00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,No,T intersection,Other injury accident,60 km/hr,No,301220,142.46652,-38.35225,Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,2278544.542,2346974.841,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,SMALL_CITIES,SMALL_CITIES,WARRNAMBOOL,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country,2019,1,11,0
3476381,T20190001761,ABS to receive accident,Finished,29/1/2019,17.58.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,42951,145.17986,-37.9658,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2515804.559,2392805.239,4,3,0,0,3,1,2,2,0,1,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,1,17,0
3476382,T20190001764,ABS to receive accident,Finished,29/1/2019,15.50.00,No,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,341962,145.15945,-37.96143,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2514012.303,2393293.593,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,15,0
3476383,T20190001769,ABS to receive accident,Finished,29/1/2019,19.45.00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,341897,141.35652,-36.326,Off Road,WEST WIMMERA,WESTERN REGION,2172954.597,2568525.735,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WEST WIMMERA,WESTERN REGION,,,,,,,Country,2019,1,19,0
3476384,T20190001779,ABS to receive accident,Finished,30/1/2019,04.35.00,Yes,Collision with a fixed object,Tuesday,OFF END OF ROAD/T-INTERSECTION.,No,Dark No street lights,Yes,T intersection,Other injury accident,100 km/hr,No,50372,145.57231,-38.41069,Intersection,BASS COAST,EASTERN REGION,2549993.247,2343283.478,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BASS COAST,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country,2019,1,04,0
3476385,T20190001781,ABS to receive accident,Finished,26/1/2019,22.00.00,Yes,No collision and no object struck,Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark No street lights,No,Not at intersection,Other injury accident,Camping grounds or off road,No,341848,145.60532,-37.49584,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2553522.293,2444808.028,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country,2019,1,22,0
3476386,T20190001786,ABS to receive accident,Finished,30/1/2019,08.34.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,1289,144.89891,-37.75498,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2491092.5,2416213.799,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,1,08,0
3476387,T20190001791,ABS to receive accident,Finished,30/1/2019,11.00.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,341981,144.88104,-37.82554,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2489527.677,2408381.521,4,2,0,0,2,2,2,2,0,1,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,"Freeway,Arterial Other",Divided,Div,Metro,2019,1,11,0
3476388,T20190001793,ABS to receive accident,Finished,30/1/2019,08.20.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,44921,144.78856,-37.74296,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2481365.492,2417532.547,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,1,08,0
3476389,T20190001796,ABS to receive accident,Finished,30/1/2019,12.47.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,1288,144.89596,-37.76942,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2490833.67,2414611.192,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,1,12,0
3476390,T20190001797,ABS to receive accident,Finished,25/1/2019,11.30.00,No,Collision with vehicle,Thursday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,272651,144.89822,-37.82943,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2491040.253,2407951.444,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro,2019,1,11,0
3476391,T20190001799,ABS to receive accident,Finished,27/1/2019,13.17.00,No,Collision with vehicle,,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,233561,144.99322,-37.87245,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2499403.48,2403181.092,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,13,0
3476392,T20190002398,ABS to receive accident,Finished,7/2/2019,18.50.00,Yes,Collision with vehicle,Wednesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,342514,144.6797,-37.73799,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2471769.229,2418057.221,3,2,0,0,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MELTON,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro,2019,2,18,0
3476393,T20190002401,ABS to receive accident,Finished,7/2/2019,22.40.00,Yes,Collision with vehicle,Wednesday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,37816,144.97873,-37.77625,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2498125.89,2413858.009,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,"YARRA,MORELAND",METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,2,22,0
3476394,T20190002404,ABS to receive accident,Finished,8/2/2019,00.25.00,Yes,Collision with a fixed object,Friday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,40 km/hr,No,342505,144.96563,-37.8113,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496973.359,2409967.719,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro,2019,2,00,0
3476395,T20190002405,ABS to receive accident,Finished,8/2/2019,00.35.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,342045,144.67166,-38.17043,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2471226.282,2370056.926,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country,2019,2,00,0
3476396,T20190002406,ABS to receive accident,Finished,4/2/2019,03.45.00,Yes,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,T intersection,Other injury accident,100 km/hr,Yes,342038,142.46176,-38.24919,Intersection,MOYNE,SOUTH WESTERN REGION,2277823.894,2358401.453,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOYNE,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,2019,2,03,0
3476397,T20190002416,ABS to receive accident,Finished,8/2/2019,07.47.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,53206,143.8445,-37.56027,Intersection,BALLARAT,WESTERN REGION,2397919.698,2437209.098,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country,2019,2,07,0
3476398,T20190002417,ABS to receive accident,Finished,8/2/2019,07.45.00,No,Collision with vehicle,Friday,OTHER ADJACENT (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,342077,145.37467,-38.0515,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2532885.88,2383242.864,3,1,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,2019,2,07,0
3476399,T20190002418,ABS to receive accident,Finished,8/2/2019,08.12.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,42038,145.0057,-37.92083,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2500500.739,2397811.404,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,2,08,0
3476400,T20190002420,ABS to receive accident,Finished,8/2/2019,08.20.00,No,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Yes,Day,No,Cross intersection,Other injury accident,40 km/hr,No,40891,145.22497,-37.86571,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2519795.198,2403906.521,2,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,2019,2,08,0
3476401,T20190002429,ABS to receive accident,Finished,8/2/2019,11.02.00,No,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,Camping grounds or off road,Yes,342252,144.98725,-37.92625,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2498878.654,2397209.626,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro,2019,2,11,0
3476402,T20190002430,ABS to receive accident,Finished,8/2/2019,10.05.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,90 km/hr,Yes,342930,145.48589,-38.11255,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2542613.101,2376422.164,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,2,10,0
3476403,T20190002432,ABS to receive accident,Finished,8/2/2019,11.25.00,No,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,342205,146.83571,-36.70184,Non-Intersection,ALPINE,NORTH EASTERN REGION,2664002.825,2531502.395,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,ALPINE,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country,2019,2,11,0
3476404,T20190002436,ABS to receive accident,Finished,7/2/2019,16.00.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,43876,145.2524,-38.10937,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2522136.635,2376854.614,3,1,0,0,1,2,0,3,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,2,16,0
3476405,T20190002987,ABS to receive accident,Finished,16/2/2019,10.40.00,No,Collision with vehicle,Friday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,342281,145.11682,-37.69714,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2510301.51,2422632.002,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BANYULE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,10,0
3476406,T20190002992,ABS to receive accident,Finished,16/2/2019,10.10.00,No,Collision with vehicle,Friday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,342651,145.6838,-38.5509,Non-Intersection,BASS COAST,EASTERN REGION,2559620.036,2327652.952,2,1,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,No,0,2,0,0,2,0,RURAL_VICTORIA,RURAL_VICTORIA,BASS COAST,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country,2019,2,10,0
3476407,T20190002993,ABS to receive accident,Finished,16/2/2019,11.08.00,No,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY TO RIGHT,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,342383,144.70099,-37.74742,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2473648.821,2417016.552,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MELTON,METROPOLITAN NORTH WEST REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Metro,2019,2,11,0
3476408,T20190002994,ABS to receive accident,Finished,16/2/2019,12.25.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,50872,146.89628,-36.11952,Intersection,WODONGA,NORTH EASTERN REGION,2670700.176,2595995.736,8,4,0,0,4,4,2,6,0,6,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,WODONGA,NORTH EASTERN REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country,2019,2,12,0
3476409,T20190002996,ABS to receive accident,Finished,16/2/2019,08.45.00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,57265,142.15098,-34.17828,Intersection,MILDURA,WESTERN REGION,2237110.297,2809218.162,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,No,0,2,0,1,0,0,SMALL_CITIES,SMALL_CITIES,MILDURA,WESTERN REGION,,,Local Road,Local Road,Divided,Div,Country,2019,2,08,0
3476410,T20190002998,ABS to receive accident,Finished,16/2/2019,11.50.00,No,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,39792,145.29073,-37.79522,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2525604.47,2411713.677,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,2,11,0
3476411,T20190003002,ABS to receive accident,Finished,16/2/2019,14.15.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,58585,144.76035,-36.13358,Intersection,CAMPASPE,NORTHERN REGION,2478429.478,2596107.932,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,CAMPASPE,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country,2019,2,14,0
3476412,T20190003008,ABS to receive accident,Finished,16/2/2019,14.30.00,Yes,collision with some other object,Saturday,STRUCK OBJECT ON CARRIAGEWAY,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,342777,145.37687,-37.29664,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2533410.071,2467017.162,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country,2019,2,14,0
3476413,T20190003010,ABS to receive accident,Finished,16/2/2019,15.05.00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,38177,145.05859,-37.74322,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2505163.217,2417522.158,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BANYULE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,2,15,0
3476414,T20190003011,ABS to receive accident,Finished,16/2/2019,00.14.00,Yes,Collision with vehicle,Saturday,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.,No,Dark Street lights on,Yes,T intersection,Other injury accident,80 km/hr,No,35852,145.24599,-38.03545,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2521595.961,2385061.327,4,1,0,0,1,3,3,1,0,1,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,M,M,Arterial Highway,Arterial Highway,Divided,"Div,Undiv",Metro,2019,2,00,0
3476415,T20190003014,ABS to receive accident,Finished,16/2/2019,15.00.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,342427,144.76566,-37.69933,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2479335.527,2422370.084,2,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,15,0
3476416,T20190003018,ABS to receive accident,Finished,16/2/2019,16.40.00,Yes,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Other injury accident,40 km/hr,No,342314,144.96526,-37.83044,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496941.473,2407843.392,3,1,0,0,1,2,1,2,0,1,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,16,0
3476417,T20190003025,ABS to receive accident,Finished,16/2/2019,05.35.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,80 km/hr,No,39697,145.25404,-37.79788,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2522373.208,2411428.47,3,2,0,0,2,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,2019,2,05,0
3476418,T20190001211,ABS to receive accident,Finished,21/1/2019,09.45.00,Yes,Collision with vehicle,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,341479,144.65356,-38.26985,Non-Intersection,QUEENSCLIFFE,SOUTH WESTERN REGION,2469680.227,2359015.131,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,TOWNS,TOWNS,QUEENSCLIFFE,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,2019,1,09,0
3476420,T20190001217,ABS to receive accident,Finished,19/1/2019,18.52.00,Yes,Collision with vehicle,Friday,U TURN,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,342758,144.94645,-37.73236,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2495279.478,2418727.92,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,1,18,0
3476421,T20190001218,ABS to receive accident,Finished,21/1/2019,06.40.00,Yes,Collision with vehicle,Sunday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,341537,144.89529,-37.82772,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2490781.927,2408140.689,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro,2019,1,06,0
3476422,T20190001220,ABS to receive accident,Finished,21/1/2019,06.00.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,Yes,343287,144.92389,-37.63174,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2493282.24,2429893.568,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro,2019,1,06,0
3476423,T20190001223,ABS to receive accident,Finished,21/1/2019,09.20.00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,323521,145.19373,-37.93189,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2517031.144,2396566.946,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,1,09,0
